0.15000, 11.74253
0.16000, 11.48729
0.17000, 11.18952
0.18000, 10.87743
0.19000, 10.57496
0.20000, 10.28527
0.21000, 10.00520
0.22000, 9.73076
0.23000, 9.45391
0.24000, 9.16531
0.25000, 8.85958
0.26000, 8.55195
0.27000, 8.26435
0.28000, 8.01553
0.29000, 7.80713
0.30000, 7.63506
0.31000, 7.49503
0.32000, 7.38187
0.33000, 7.29010
0.34000, 7.21430
0.35000, 7.14943
0.36000, 7.09060
0.37000, 7.03350
0.38000, 6.97716
0.39000, 6.92186
0.40000, 6.86760
0.41000, 6.81261
0.42000, 6.75446
0.43000, 6.69129
0.44000, 6.62491
0.45000, 6.55863
0.46000, 6.49556
0.47000, 6.43781
0.48000, 6.38703
0.49000, 6.34439
0.50000, 6.30758
0.51000, 6.27285
0.52000, 6.23685
0.53000, 6.19929
0.54000, 6.16116
0.55000, 6.12336
0.56000, 6.08598
0.57000, 6.04876
0.58000, 6.01145
0.59000, 5.97402
0.60000, 5.93656
0.61000, 5.89912
0.62000, 5.86171
0.63000, 5.82430
0.64000, 5.78689
0.65000, 5.74947
0.66000, 5.71206
0.67000, 5.67467
0.68000, 5.63728
0.69000, 5.59984
0.70000, 5.56232
0.71000, 5.52482
0.72000, 5.48750
0.73000, 5.45048
0.74000, 5.41339
0.75000, 5.37563
0.76000, 5.33678
0.77000, 5.29813
0.78000, 5.26196
0.79000, 5.23026
0.80000, 5.20229
0.81000, 5.17581
0.82000, 5.14870
0.83000, 5.12058
0.84000, 5.09213
0.85000, 5.06396
0.86000, 5.03604
0.87000, 5.00797
0.88000, 4.97941
0.89000, 4.95082
0.90000, 4.92317
0.91000, 4.89722
0.92000, 4.87114
0.93000, 4.84149
0.94000, 4.80527
0.95000, 4.76531
0.96000, 4.72833
0.97000, 4.70055
0.98000, 4.68156
0.99000, 4.66645
1.00000, 4.65044
1.01000, 4.63209
1.02000, 4.61224
1.03000, 4.59182
1.04000, 4.57203
1.05000, 4.55428
1.06000, 4.53967
1.07000, 4.52496
1.08000, 4.50367
1.09000, 4.47062
1.10000, 4.44091
1.11000, 4.44515
1.12000, 4.51327
1.13000, 4.65875
1.14000, 4.88209
1.15000, 5.18304
1.16000, 5.55431
1.17000, 5.98299
1.18000, 6.45590
1.19000, 6.95840
1.20000, 7.47463
1.21000, 7.98923
1.22000, 8.49625
1.23000, 8.99782
1.24000, 9.49642
1.25000, 9.99656
1.26000, 10.50457
1.27000, 11.02527
1.28000, 11.53392
1.29000, 11.97890
1.30000, 12.30902
1.31000, 12.50209
1.32000, 12.56304
1.33000, 12.49879
1.34000, 12.33641
1.35000, 12.12243
1.36000, 11.90292
1.37000, 11.69665
1.38000, 11.49534
1.39000, 11.28976
1.40000, 11.07657
1.41000, 10.85840
1.42000, 10.63816
1.43000, 10.41931
1.44000, 10.20591
1.45000, 10.00207
1.46000, 9.81257
1.47000, 9.64291
1.48000, 9.49850
1.49000, 9.38159
1.50000, 9.29093
1.51000, 9.22489
1.52000, 9.17710
1.53000, 9.13577
1.54000, 9.08903
1.55000, 9.03324
1.56000, 8.97441
1.57000, 8.91896
1.58000, 8.86979
1.59000, 8.82541
1.60000, 8.78406
1.61000, 8.74221
1.62000, 8.69416
1.63000, 8.63418
1.64000, 8.56176
1.65000, 8.48298
1.66000, 8.40426
1.67000, 8.32603
1.68000, 8.24090
1.69000, 8.14110
1.70000, 8.02727
1.71000, 7.91147
1.72000, 7.80635
1.73000, 7.71449
1.74000, 7.62436
1.75000, 7.52356
1.76000, 7.40953
1.77000, 7.29389
1.78000, 7.18924
1.79000, 7.10050
1.80000, 7.02122
1.81000, 6.94409
1.82000, 6.86622
1.83000, 6.79143
1.84000, 6.72406
1.85000, 6.66538
1.86000, 6.61181
1.87000, 6.55937
1.88000, 6.50524
1.89000, 6.44848
1.90000, 6.38832
1.91000, 6.32458
1.92000, 6.25807
1.93000, 6.18968
1.94000, 6.12117
1.95000, 6.05581
1.96000, 5.99698
1.97000, 5.94619
1.98000, 5.90166
1.99000, 5.86127
2.00000, 5.82323
2.01000, 5.78640
2.02000, 5.74968
2.03000, 5.71244
2.04000, 5.67487
2.05000, 5.63727
2.06000, 5.59981
2.07000, 5.56244
2.08000, 5.52507
2.09000, 5.48766
2.10000, 5.45023
2.11000, 5.41282
2.12000, 5.37543
2.13000, 5.33802
2.14000, 5.30056
2.15000, 5.26304
2.16000, 5.22561
2.17000, 5.18840
2.18000, 5.15135
2.19000, 5.11401
2.20000, 5.07586
2.21000, 5.03706
2.22000, 4.99935
2.23000, 4.96465
2.24000, 4.93240
2.25000, 4.89618
2.26000, 4.84879
2.27000, 4.79378
2.28000, 4.76051
2.29000, 4.78219
2.30000, 4.88936
2.31000, 5.10603
2.32000, 5.45521
2.33000, 5.94904
2.34000, 6.57189
2.35000, 7.30376
2.36000, 8.12378
2.37000, 9.00891
2.38000, 9.93572
2.39000, 10.87214
2.40000, 11.76253
2.41000, 12.54726
2.42000, 13.19392
2.43000, 13.74680
2.44000, 14.26359
2.45000, 14.79090
2.46000, 15.34285
2.47000, 15.92771
2.48000, 16.54697
2.49000, 17.18175
2.50000, 17.80936
2.51000, 18.39525
2.52000, 18.86814
2.53000, 19.14960
2.54000, 19.19566
2.55000, 19.07297
2.56000, 18.87030
2.57000, 18.65908
2.58000, 18.45304
2.59000, 18.25398
2.60000, 18.06274
2.61000, 17.87690
2.62000, 17.69334
2.63000, 17.50919
2.64000, 17.32258
2.65000, 17.13179
2.66000, 16.93501
2.67000, 16.72984
2.68000, 16.51379
2.69000, 16.28454
2.70000, 16.04052
2.71000, 15.78032
2.72000, 15.50348
2.73000, 15.21322
2.74000, 14.91364
2.75000, 14.60992
2.76000, 14.31138
2.77000, 14.02843
2.78000, 13.76914
2.79000, 13.53192
2.80000, 13.31264
2.81000, 13.11104
2.82000, 12.94358
2.83000, 12.83123
2.84000, 12.78875
2.85000, 12.80313
2.86000, 12.85363
2.87000, 12.92161
2.88000, 12.99819
2.89000, 13.07730
2.90000, 13.15397
2.91000, 13.22833
2.92000, 13.30205
2.93000, 13.37649
2.94000, 13.45151
2.95000, 13.52648
2.96000, 13.60099
2.97000, 13.67552
2.98000, 13.75085
2.99000, 13.82813
3.00000, 13.91040
3.01000, 14.00132
3.02000, 14.10375
3.03000, 14.21613
3.04000, 14.33539
3.05000, 14.45768
3.06000, 14.57459
3.07000, 14.67613
3.08000, 14.75478
3.09000, 14.81740
3.10000, 14.87605
3.11000, 14.94141
3.12000, 15.01549
3.13000, 15.09713
3.14000, 15.18515
3.15000, 15.27837
3.16000, 15.37567
3.17000, 15.47225
3.18000, 15.53993
3.19000, 15.54119
3.20000, 15.44655
3.21000, 15.28062
3.22000, 15.09017
3.23000, 14.91590
3.24000, 14.75568
3.25000, 14.58928
3.26000, 14.39981
3.27000, 14.19506
3.28000, 13.99363
3.29000, 13.81258
3.30000, 13.65742
3.31000, 13.52844
3.32000, 13.42614
3.33000, 13.35283
3.34000, 13.31170
3.35000, 13.30465
3.36000, 13.32357
3.37000, 13.35553
3.38000, 13.38848
3.39000, 13.41783
3.40000, 13.44270
3.41000, 13.46256
3.42000, 13.47991
3.43000, 13.49877
3.44000, 13.52270
3.45000, 13.55104
3.46000, 13.58094
3.47000, 13.60938
3.48000, 13.63213
3.49000, 13.64432
3.50000, 13.64161
3.51000, 13.62489
3.52000, 13.59801
3.53000, 13.56470
3.54000, 13.52748
3.55000, 13.48818
